Numero de mesure;Longitude;Latitude;Position;Insee;Adresse;Complement;Code postal;Commune;Date de mesure;Mesure realisee;Rapport;Conformite de la mesure;Niveau global;Type d'environnement;Laboratoire
10677;3.73889;43.79167;03e 44' 20.00'' Est, 43e 47' 30.00'' Nord;34274;"Camping ""Pic Saint Loup"", route du Pic Saint Loup";Dans la cuisine de Mme DELPECHIN, e l'entree du camping.;34380;SAINT-MARTIN-DE-LONDRES;08/03/2007;En interieur;FicheMesure10677.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
11254;3.88556;43.60833;03e 53' 08.00'' Est, 43e 36' 30.00'' Nord;34172;265 Avenue des Etats du Languedoc;Centre commercial Le Polygone, FNAC de Montpellier, devant le rayon accessoire telephone mobile en dessous de l'antenne.;34000;MONTPELLIER;26/04/2007;En interieur;FicheMesure11254.pdf;Oui;6.98;Commerce (Centre commercial, ?;EMITECH-Montigny le Bretonneux
11255;3.82583;43.61500;03e 49' 33.00'' Est, 43e 36' 54.00'' Nord;34172;56 Rue Lejzer Zamenhof;Dans le salon au 1ere etage appartement 4.;34080;MONTPELLIER;27/04/2007;En interieur;FicheMesure11255.pdf;Oui;0.29;Lieu d'habitation;EMITECH-Montigny le Bretonneux
11811;3.85528;43.62222;03e 51' 19.00'' Est, 43e 37' 20.00'' Nord;34172;Avenue du pere Soulas;"En dessous de l'acces au toit, sur le palier du 4eme et dernier etage de la residence ""le Cervantes"" (betiment A)";34000;MONTPELLIER;01/08/2007;En interieur;FicheMesure11811.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
11908;3.86917;43.61361;03e 52' 09.00'' Est, 43e 36' 49.00'' Nord;34172;20 Rue du Carre du Roi;Au 2eme etage lot 25 sur cour arriere.;34000;MONTPELLIER;12/06/2007;En interieur;FicheMesure11908.pdf;Oui;0.50;Lieu d'habitation;EMITECH-Montigny le Bretonneux
12596;3.86583;43.64500;03e 51' 57.00'' Est, 43e 38' 42.00'' Nord;34172;911 Avenue Agropolis;A l'entree de la serre de l'Institut de Recherche pour le developpement;34000;MONTPELLIER;19/11/2007;En interieur;FicheMesure12596.pdf;Oui;0.48;Lieu d'habitation;AEXPERTISE
12774;3.88556;43.60917;03e 53' 08.00'' Est, 43e 36' 33.00'' Nord;34172;218 Rue Bastion Ventadour; Hetel Mercure, au 5eme etage, dans la chambre ne505 ;34000;MONTPELLIER;22/01/2008;En interieur;FicheMesure12774.pdf;Oui;0.31;Lieu d'habitation;AEXPERTISE
12775;3.83333;43.62111;03e 49' 60.00'' Est, 43e 37' 16.00'' Nord;34172;2300 Avenue des Moulins;  Ecole Superieure de Commerce, betiment A, au 4eme etage, dans le bureau Secretariat RH;34080;MONTPELLIER;22/01/2008;En interieur;FicheMesure12775.pdf;Oui;0.58;Lieu d'habitation;AEXPERTISE
12776;3.83361;43.62167;03e 50' 01.00'' Est, 43e 37' 18.00'' Nord;34172;2300 Avenue des Moulins; Ecole Superieure de Commerce, betiment A, au 4eme etage, dans le bureau d'assistante de direction;34080;MONTPELLIER;22/01/2008;En interieur;FicheMesure12776.pdf;Oui;2.35;Lieu d'habitation;AEXPERTISE
12777;3.83361;43.62167;03e 50' 01.00'' Est, 43e 37' 18.00'' Nord;34172;2300 Avenue des Moulins;Ecole Superieure de Commerce, betiment A, au 4eme etage, dans le bureau du directeur ;34080;MONTPELLIER;22/01/2008;En interieur;FicheMesure12777.pdf;Oui;0.94;Lieu d'habitation;AEXPERTISE
12870;3.23694;43.34556;03e 14' 13.00'' Est, 43e 20' 44.00'' Nord;34032;7 Avenue Pierre Verdier;Au 4eme etage, chez M. Castelli, dans la chambre 4;34500;BEZIERS;07/01/2008;En interieur;FicheMesure12870.pdf;Oui;2.03;Lieu d'habitation;AEXPERTISE
12871;3.23250;43.33639;03e 13' 57.00'' Est, 43e 20' 11.00'' Nord;34032;21 Rue Jules Vedrines;Residence Vedrines, au 3eme etage, chez Mme Amiel, dans la chambre 1;34500;BEZIERS;28/01/2008;En interieur;FicheMesure12871.pdf;Oui;1.85;Lieu d'habitation;AEXPERTISE
13476;3.88806;43.62000;03e 53' 17.00'' Est, 43e 37' 12.00'' Nord;34172;36rer Avenue Saint Lazare;Chez France Telecom, au 2eme etage, sur le grand plateau, cete oppose e l'avenue Saint Lazare;34000;MONTPELLIER;21/04/2008;En interieur;FicheMesure13476.pdf;Oui;0.33;Lieu d'habitation;AEXPERTISE
13511;3.98306;43.54611;03e 58' 59.00'' Est, 43e 32' 46.00'' Nord;34154;147 Avenue Grassion-Cibrand;Chez M. Bardy, au 3eme etage, dans la chambre 1;34280;MAUGUIO;27/05/2008;En interieur;FicheMesure13511.pdf;Oui;0.39;Lieu d'habitation;AEXPERTISE
13874;3.24944;43.34861;03e 14' 58.00'' Est, 43e 20' 55.00'' Nord;34032;45 Avenue de la Voie Domitienne;Chez Entenial, dans l'angle du betiment cete EST, dans le bureau, ;34500;BEZIERS;23/06/2008;En interieur;FicheMesure13874.pdf;Oui;0.60;Lieu d'habitation;AEXPERTISE
13875;3.24944;43.34861;03e 14' 58.00'' Est, 43e 20' 55.00'' Nord;34032;45 Avenue de la Voie Domitienne;Chez Entenial, dans l'angle du betiment cete OUEST, dans le bureau;34500;BEZIERS;23/06/2008;En interieur;FicheMesure13875.pdf;Oui;0.38;Lieu d'habitation;AEXPERTISE
14040;3.89306;43.60806;03e 53' 35.00'' Est, 43e 36' 29.00'' Nord;34172;23 Allee De Delos;Orange, 1er etage, e cete du bureau de M. Canet, e 5m de la 2G Box;34000;MONTPELLIER;29/07/2008;En interieur;FicheMesure14040.pdf;Oui;0.75;Lieu d'habitation;AEXPERTISE
14122;3.87694;43.59806;03e 52' 37.00'' Est, 43e 35' 53.00'' Nord;34172;25 Avenue de Maurin;Residence Les Marescals, Betiment I, au 3eme etage, appartement 112, Mme Gonzales, dans la chambre 1;34000;MONTPELLIER;22/08/2008;En interieur;FicheMesure14122.pdf;Oui;0.79;Lieu d'habitation;AEXPERTISE
14646;3.68556;43.40194;03e 41' 08.00'' Est, 43e 24' 07.00'' Nord;34301;1222 Chemin Saint Clair;Devant la fenetre centrale, cete pylene du foyer des Saints Clairiens;34200;SETE;14/10/2008;En interieur;FicheMesure14646.pdf;Oui;1.27;Lieu d'habitation;AEXPERTISE
14841;3.91611;43.60722;03e 54' 58.00'' Est, 43e 36' 26.00'' Nord;34172;215 Avenue Morse;L'analyse spectrale a ete realisee au niveau du bureau de Mme PALENCIA, situe au 4eme Etage du Betiment;34000;MONTPELLIER;27/11/2008;En interieur;FicheMesure14841.pdf;Oui;0.00;Lieu d'habitation;APAVE Sudeurope (CETE) Tassin la Demi-Lune
14936;3.68417;43.40222;03e 41' 03.00'' Est, 43e 24' 08.00'' Nord;34301;Chemin des Pierres Blanches;Notre Dame de la Salette, dans le local technique SFR;34200;SETE;03/12/2008;En interieur;FicheMesure14936.pdf;Oui;1.44;Lieu d'habitation;AEXPERTISE
14961;3.23194;43.33611;03e 13' 55.00'' Est, 43e 20' 10.00'' Nord;34032;28 Rue Jean Mermoz;Mme Cherri, au 1er etage, dans la chambre 1;34500;BEZIERS;28/11/2008;En interieur;FicheMesure14961.pdf;Oui;3.64;Lieu d'habitation;AEXPERTISE
14962;3.23194;43.33611;03e 13' 55.00'' Est, 43e 20' 10.00'' Nord;34032;28 Rue Jean Mermoz;Mme Cherri, au 1er etage, dans la chambre 2;34500;BEZIERS;28/11/2008;En interieur;FicheMesure14962.pdf;Oui;2.69;Lieu d'habitation;AEXPERTISE
15320;3.77889;43.43472;03e 46' 44.00'' Est, 43e 26' 05.00'' Nord;34108;36 Avenue des CORMORANS;Residence AIGRETTES - Palier appartement B3;34110;FRONTIGNAN;15/09/2008;En interieur;FicheMesure15320.pdf;Oui;0.85;Lieu d'habitation;EMITECH Mesures Orgeval
15366;3.68972;43.40306;03e 41' 23.00'' Est, 43e 24' 11.00'' Nord;34301;7 Rue du General Revest;Auberge de Jeunesse, betiment Villa Salis, au 1er etage, dans la chambre ne3, devant la porte;34200;SETE;02/02/2009;En interieur;FicheMesure15366.pdf;Oui;0.68;Lieu d'habitation;AEXPERTISE
15383;3.27722;43.28306;03e 16' 38.00'' Est, 43e 16' 59.00'' Nord;34299;78 Rue Ledru Rollin;dans l'atelier de M. Bort;34410;SERIGNAN;03/02/2009;En interieur;FicheMesure15383.pdf;Oui;0.00;Lieu d'habitation;AEXPERTISE
15409;3.91528;43.60417;03e 54' 55.00'' Est, 43e 36' 15.00'' Nord;34172;Rue des Cauquilloux;Cinema Gaumont, au 1er etage, e cete du projecteur de la salle 1 ;34000;MONTPELLIER;02/02/2009;En interieur;FicheMesure15409.pdf;Oui;0.33;Lieu d'habitation;AEXPERTISE
15459;3.89361;43.60889;03e 53' 37.00'' Est, 43e 36' 32.00'' Nord;34172;285 Boulevard de L'aeroport International;Hetel Mercure, au 3eme etage, dans la chambre 303;34000;MONTPELLIER;10/02/2009;En interieur;FicheMesure15459.pdf;Oui;0.37;Lieu d'habitation;AEXPERTISE
15684;3.87722;43.60972;03e 52' 38.00'' Est, 43e 36' 35.00'' Nord;34172;1 Place Jean Jaures;4eme etage sur le palier devant l'escalier;34000;MONTPELLIER;25/02/2009;En interieur;FicheMesure15684.pdf;Oui;0.52;Lieu d'habitation;AEXPERTISE
16265;3.87278;43.64556;03e 52' 22.00'' Est, 43e 38' 44.00'' Nord;34172;911 Avenue Agropolis;Institut de Recherche pour le Developpement, e l'entree de la serre;34090;MONTPELLIER;27/04/2009;En interieur;FicheMesure16265.pdf;Oui;0.26;Lieu d'habitation;AEXPERTISE
16362;3.72667;43.42917;03e 43' 36.00'' Est, 43e 25' 45.00'' Nord;34108;Route de Balaruc;Cite Paul Riquet, betiment 13, 4eme etage, chez M. ABDELKADER, dans la chambre enfant;34110;FRONTIGNAN;19/05/2009;En interieur;FicheMesure16362.pdf;Oui;1.22;Lieu d'habitation;AEXPERTISE
16606;3.83556;43.63917;03e 50' 08.00'' Est, 43e 38' 21.00'' Nord;34172;245 Rue De la Galera;Orange, betiment 10, au 2eme etage, dans le bureau 222 de M. IMBERT;34000;MONTPELLIER;11/06/2009;En interieur;FicheMesure16606.pdf;Oui;0.70;Lieu d'habitation;AEXPERTISE
17114;3.90000;43.61861;03e 53' 60.00'' Est, 43e 37' 07.00'' Nord;34172;88 Rue Andre Malraux;Residence La Pompignane, rez-de-chaussee, appartement 32, M. ROBERT, dans la piece principale, devant la fenetre cete cuisine;34000;MONTPELLIER;06/07/2009;En interieur;FicheMesure17114.pdf;Oui;0.39;Lieu d'habitation;AEXPERTISE
17436;3.27028;43.33444;03e 16' 13.00'' Est, 43e 20' 04.00'' Nord;34032;Avenue du VIGUIER;Parc d'Exposition BEZIERS - CCI - Salle de reunion;34500;BEZIERS;10/07/2009;En interieur;FicheMesure17436.pdf;Oui;2.28;Lieu d'habitation;EMITECH Chassieu
17439;3.68750;43.48778;03e 41' 15.00'' Est, 43e 29' 16.00'' Nord;34213;ZI des TROUYAUX;Betiment administratif - Dernier etage - Salle de reunion;34560;POUSSAN;09/07/2009;En interieur;FicheMesure17439.pdf;Oui;2.09;Lieu d'habitation;EMITECH Chassieu
17637;3.46667;43.31333;03e 28' 00.00'' Est, 43e 18' 48.00'' Nord;34003;Impasse du Commandant Reveille;M. et Mme PAVILLON, dans la cuisine;34300;AGDE;14/08/2009;En interieur;FicheMesure17637.pdf;Oui;0.00;Lieu d'habitation;AEXPERTISE
17710;3.84583;43.59722;03e 50' 45.00'' Est, 43e 35' 50.00'' Nord;34172;521 Impasse Stefan ZWEIG;Salon;34070;MONTPELLIER;04/08/2009;En interieur;FicheMesure17710.pdf;Oui;0.97;Lieu d'habitation;EMITECH Chassieu
17945;3.92611;43.60750;03e 55' 34.00'' Est, 43e 36' 27.00'' Nord;34172;235 Rue Georges Melies;Rez de chaussee, Salle 12, en bas face e l'�cran;34000;MONTPELLIER;09/09/2009;En interieur;FicheMesure17945.pdf;Oui;0.24;Lieu d'habitation;BUREAU VERITAS - Rueil-Malmaison
17947;3.90111;43.61861;03e 54' 04.00'' Est, 43e 37' 07.00'' Nord;34172;134 Rue d'Astier de la Vigerie;Creche Ricochet, dans la chambre des Grands;34000;MONTPELLIER;09/09/2009;En interieur;FicheMesure17947.pdf;Oui;0.17;Lieu d'habitation;AEXPERTISE
18201;3.92694;43.58278;03e 55' 37.00'' Est, 43e 34' 58.00'' Nord;34129;Route de Carnon;Centre Commercial Grand Sud, dans la boutique Bouygues Telecom;34970;LATTES;10/09/2009;En interieur;FicheMesure18201.pdf;Oui;2.95;Commerce (Centre commercial, ?;AEXPERTISE
18658;3.89028;43.60528;03e 53' 25.00'' Est, 43e 36' 19.00'' Nord;34172;70 Avenue du Pont Juvenal;Residence Goelia Sun City, 5eme etage devant l'appartement 504;34000;MONTPELLIER;10/11/2009;En interieur;FicheMesure18658.pdf;Oui;0.76;Lieu d'habitation;AEXPERTISE
20197;3.49194;43.27667;03e 29' 31.00'' Est, 43e 16' 36.00'' Nord;34003;1 Impasse Anne-Marie CELESTE;Residence Santa Monica 1 - Appartement 210 - Balcon;34300;AGDE;17/02/2010;En interieur;FicheMesure20197.pdf;Oui;1.66;Lieu d'habitation;EMITECH Chassieu
20646;3.88056;43.60139;03e 52' 50.00'' Est, 43e 36' 05.00'' Nord;34172;13 Rue Sainte Catherine;Bureau sejour;34000;MONTPELLIER;17/03/2010;En interieur;FicheMesure20646.pdf;Oui;0.00;Lieu d'habitation;EMITECH Chassieu
20916;3.87972;43.60667;03e 52' 47.00'' Est, 43e 36' 24.00'' Nord;34172;8 Rue de Maguelone;BNP Paribas, 3eme etage, dans la salle syndicale;34070;MONTPELLIER;31/05/2010;En interieur;FicheMesure20916.pdf;Oui;2.91;Lieu d'habitation;AEXPERTISE
20917;3.85583;43.60944;03e 51' 21.00'' Est, 43e 36' 34.00'' Nord;34172;171 Impasse de la Tour Buffel;Residence Les Launes, betiment 3, 4eme etage, chez M. FONTAINE, dans le salon;34000;MONTPELLIER;31/05/2010;En interieur;FicheMesure20917.pdf;Oui;0.31;Lieu d'habitation;AEXPERTISE
21726;3.91000;43.61528;03e 54' 36.00'' Est, 43e 36' 55.00'' Nord;34172;120 Allee John Napier;Au 2eme etage, NEOTIC, dans le bureau du P.D.G.;34000;MONTPELLIER;07/10/2010;En interieur;FicheMesure21726.pdf;Oui;0.47;Lieu d'habitation;AEXPERTISE
22457;3.23694;43.34556;03e 14' 13.00'' Est, 43e 20' 44.00'' Nord;34032;7 Avenue Pierre Verdier;Au 4eme etage, chez M. CASTELLI, dans la chambre 4;34500;BEZIERS;27/01/2011;En interieur;FicheMesure22457.pdf;Oui;2.77;Lieu d'habitation;AEXPERTISE
22461;3.69500;43.39833;03e 41' 42.00'' Est, 43e 23' 54.00'' Nord;34301;Rue Lacan;Ecole Colbert, dans la cour cete toboggan;34200;SETE;26/01/2011;En interieur;FicheMesure22461.pdf;Oui;0.00;Lieu d'habitation;AEXPERTISE
22733;3.95194;43.57361;03e 57' 07.00'' Est, 43e 34' 25.00'' Nord;34198;Route de la Foire;Arena, 2eme etage, dans l'open-space, devant le bureau 5, sous l'antenne;34470;PEROLS;14/02/2011;En interieur;FicheMesure22733.pdf;Oui;21.03;Lieu d'habitation;AEXPERTISE
22985;3.83972;43.60861;03e 50' 23.00'' Est, 43e 36' 31.00'' Nord;34172;888 Rue Franeois Dezeuze;Residence Les Portes de la Martelle, 5eme etage, Mme MILHAVET, dans la chambre enfant 2 situee e l'�tage du duplex;34070;MONTPELLIER;20/04/2011;En interieur;FicheMesure22985.pdf;Oui;1.62;Lieu d'habitation;AEXPERTISE
23012;4.00889;43.61667;04e 00' 32.00'' Est, 43e 37' 00.00'' Nord;34154;Place de la Liberation;Hetel de Ville, au 2eme etage, dans le bureau du Conseiller general;34130;MAUGUIO;20/04/2011;En interieur;FicheMesure23012.pdf;Oui;1.74;Lieu d'habitation;AEXPERTISE
23070;3.23083;43.35111;03e 13' 51.00'' Est, 43e 21' 04.00'' Nord;34032;2 Avenue Ferdinand de Lesseps;Clinique La Pergola, 3eme etage, dans l'infirmerie;34500;BEZIERS;05/05/2011;En interieur;FicheMesure23070.pdf;Oui;0.47;Lieu d'habitation;AEXPERTISE
23166;3.87667;43.55750;03e 52' 36.00'' Est, 43e 33' 27.00'' Nord;34129;Avenue Montpellieret;Dernier etage de l'�tablissement bureau 4237 face e la fenetre;34970;LATTES;07/05/2011;En interieur;FicheMesure23166.pdf;Oui;0.00;Lieu d'habitation;BUREAU VERITAS - Rueil-Malmaison
23330;3.88278;43.60833;03e 52' 58.00'' Est, 43e 36' 30.00'' Nord;34172;21 Rue Baudin;Au 1er etage, chez M. LeVY, dans la chambre ;34000;MONTPELLIER;07/06/2011;En interieur;FicheMesure23330.pdf;Oui;0.00;Lieu d'habitation;AEXPERTISE
23414;3.72917;43.42639;03e 43' 45.00'' Est, 43e 25' 35.00'' Nord;34108;Avenue du Stade;Ecole Elementaire Les Lavandins, 1er etage, dans la classe 3;34110;FRONTIGNAN;01/07/2011;En interieur;FicheMesure23414.pdf;Oui;1.07;Lieu d'habitation;AEXPERTISE
23492;3.59333;43.43472;03e 35' 36.00'' Est, 43e 26' 05.00'' Nord;34157;755 Chemin du Romany;Chez M. et Mme MOLINIER, au rez-de-chaussee, dans le salon;34140;MEZE;30/06/2011;En interieur;FicheMesure23492.pdf;Oui;0.22;Lieu d'habitation;AEXPERTISE
23736;3.26111;43.34167;03e 15' 40.00'' Est, 43e 20' 30.00'' Nord;34032;ZAC de Montimaran;Galerie marchande Geant Casino, Club Bouygues Telecom, rez-de-chaussee, devant le poste 2;34500;BEZIERS;09/08/2011;En interieur;FicheMesure23736.pdf;Oui;5.91;Lieu d'habitation;AEXPERTISE
23785;3.67444;43.41056;03e 40' 28.00'' Est, 43e 24' 38.00'' Nord;34301;4 Rue des ecoles;�cole elementaire Ferdinand Buisson, 1er etage, dans le couloir, au nord-est de la classe 4;34200;SETE;10/08/2011;En interieur;FicheMesure23785.pdf;Oui;0.83;Lieu d'habitation;AEXPERTISE
24013;3.82056;43.63528;03e 49' 14.00'' Est, 43e 38' 07.00'' Nord;34172;42 Rue Pierre d'Auvergne;Chez M. PETIT, 1er etage, dans la chambre;34000;MONTPELLIER;19/09/2011;En interieur;FicheMesure24013.pdf;Oui;0.96;Lieu d'habitation;AEXPERTISE
24558;4.01417;43.61583;04e 00' 51.00'' Est, 43e 36' 57.00'' Nord;34154;Enclos Georges Sand ;Devant le ne56;34130;MAUGUIO;30/11/2011;En interieur;FicheMesure24558.pdf;Oui;2.37;Lieu d'habitation;AEXPERTISE
25189;3.69556;43.40139;03e 41' 44.00'' Est, 43e 24' 05.00'' Nord;34301;7 Rue Paul Valery;Hetel de Ville de Sete, 2eme etage, dans le bureau 221;34200;SETE;01/03/2012;En interieur;FicheMesure25189.pdf;Oui;3.49;Lieu d'habitation;AEXPERTISE
25198;3.90111;43.61222;03e 54' 04.00'' Est, 43e 36' 44.00'' Nord;34172;223 Rue de la Vieille Poste;Chez Mme BERTHE, au rez-de-chaussee, dans le salon;34000;MONTPELLIER;23/02/2012;En interieur;FicheMesure25198.pdf;Oui;0.65;Lieu d'habitation;AEXPERTISE
25211;3.89694;43.59889;03e 53' 49.00'' Est, 43e 35' 56.00'' Nord;34172;Place Georges Freche;Hetel de Ville, Betiment principal, au rez-de-chaussee, dans le hall d'accueil, en face de l'entree;34000;MONTPELLIER;24/02/2012;En interieur;FicheMesure25211.pdf;Oui;0.76;Lieu d'habitation;AEXPERTISE
25369;3.86500;43.63333;03e 51' 54.00'' Est, 43e 37' 60.00'' Nord;34172;Place Eugene Bataillon;Universite Montpellier II, betiment 15, au 4eme etage, dans la salle 1/15/4/25.0;34000;MONTPELLIER;07/03/2012;En interieur;FicheMesure25369.pdf;Oui;0.00;Lieu d'habitation;AEXPERTISE
25646;3.67611;43.39472;03e 40' 34.00'' Est, 43e 23' 41.00'' Nord;34301;Rue du Pasteur Lucien Benoet;Maison d'Enfants ADPEP, au 1er etage, dans le bureau du Directeur;34200;SETE;15/05/2012;En interieur;FicheMesure25646.pdf;Oui;0.36;Lieu d'habitation;AEXPERTISE
25816;3.28889;43.24722;03e 17' 20.00'' Est, 43e 14' 50.00'' Nord;34324;47 Boulevard Roger Audoux;Residence Le Meridien, au 3eme etage, chez M. BERTHEAS, dans la chambre parent;34350;VALRAS-PLAGE;13/06/2012;En interieur;FicheMesure25816.pdf;Oui;0.56;Lieu d'habitation;AEXPERTISE
26225;3.87167;43.59139;03e 52' 18.00'' Est, 43e 35' 29.00'' Nord;34172;2 Rue de Montjuich;Residence Lemasson, au 4eme etage, appartement ne209, chez M. DIAZ, dans le salon;34000;MONTPELLIER;21/08/2012;En interieur;FicheMesure26225.pdf;Oui;1.07;Lieu d'habitation;AEXPERTISE
26335;3.68917;43.40917;03e 41' 21.00'' Est, 43e 24' 33.00'' Nord;34301;19 Rue Jean Moulin;Ecole Maternelle Louis Blanc,dans le refectoire ,face e la fenetre situee e proximite de la porte donnant acces e la cour;34200;SETE;20/01/2012;En interieur;FicheMesure26335.pdf;Oui;0.00;Lieu d'habitation;APAVE Sudeurope (CETE) Tassin la Demi-Lune
26337;3.68861;43.40944;03e 41' 19.00'' Est, 43e 24' 34.00'' Nord;34301;21bis Rue Jean Moulin;Cete rue S.Allende,2eme etage,salle 2 (Paganini) devant la fenetre;34200;SETE;20/01/2012;En interieur;FicheMesure26337.pdf;Oui;0.39;Lieu d'habitation;APAVE Sudeurope (CETE) Tassin la Demi-Lune
26338;3.69111;43.40972;03e 41' 28.00'' Est, 43e 24' 35.00'' Nord;34301;19 Rue Danton;Gynmase A.NAKACHE,au 1er niveau e proximite du comptoir du bar;34200;SETE;20/01/2012;En interieur;FicheMesure26338.pdf;Oui;0.00;Lieu d'habitation;APAVE Sudeurope (CETE) Tassin la Demi-Lune
100892;3.88528;43.60833;03e 53' 07.00'' Est, 43e 36' 30.00'' Nord;34172;1 Rue des Pertuisanes;;34000;MONTPELLIER;21/01/2013;En interieur;Rapport public SM121202-R.pdf;Oui;10.57;Commerce (Centre commercial, ?;AEXPERTISE
101724;3.85208;43.61286;03e 51' 07.50'' Est, 43e 36' 46.30'' Nord;34172;25 Rue de Clementville;;34070;MONTPELLIER;16/07/2013;En interieur;Rapport public FM061301-R.pdf;Oui;1.05;Etablissement ouvert au public (Ecole, Et Soins, Gare?);AEXPERTISE
102228;3.86750;43.60917;03e 52' 03.00'' Est, 43e 36' 33.00'' Nord;34172;Impasse Canti�;;34000;MONTPELLIER;28/03/2013;En interieur;Rapport public OS021301-R.pdf;Oui;0.88;Lieu d'habitation;AEXPERTISE
102582;3.87889;43.60000;03e 52' 44.00'' Est, 43e 36' 00.00'' Nord;34172;2 Boulevard de la Perruque;;34000;MONTPELLIER;20/12/2012;En interieur;Rapport public SM111207-R.pdf;Oui;0.58;Lieu d'habitation;AEXPERTISE
102762;3.23086;43.35108;03e 13' 51.10'' Est, 43e 21' 03.90'' Nord;34032;2 Rue Ferdinand de Lesseps;;34500;BEZIERS;17/12/2012;En interieur;Rapport public OM111206-R.pdf;Oui;0.36;Etablissement ouvert au public (Ecole, Et Soins, Gare?);AEXPERTISE
102763;3.87197;43.59194;03e 52' 19.10'' Est, 43e 35' 31.00'' Nord;34172;2 Rue du Tibidabo;;34000;MONTPELLIER;27/11/2012;En interieur;Rapport public OM111203-R.pdf;Oui;1.79;Lieu d'habitation;AEXPERTISE
103186;3.91250;43.62306;03e 54' 45.00'' Est, 43e 37' 23.00'' Nord;34057;235 Rue Helene Boucher;;34170;CASTELNAU-LE-LEZ;26/11/2012;En interieur;Rapport public SM111201-R.pdf;Oui;0.88;Etablissement ouvert au public (Ecole, Et Soins, Gare?);AEXPERTISE
103308;3.89084;43.60785;03e 53' 27.03'' Est, 43e 36' 28.24'' Nord;34172;50 Place Zeus;;34000;MONTPELLIER;11/07/2013;En interieur;C205R01PUB.pdf;Oui;2.49;Locaux professionnels non accessibles au public;EXEM
103374;3.21431;43.34333;03e 12' 51.52'' Est, 43e 20' 36.00'' Nord;34032;3 Rue Mairan;;34500;BEZIERS;23/05/2013;En interieur;C143R01PUB.pdf;Oui;0.16;Lieu d'habitation;EXEM
105227;3.67611;43.39458;03e 40' 34.00'' Est, 43e 23' 40.50'' Nord;34301;Rue du Pasteur Lucien Benoit;;34200;SETE;21/01/2013;En interieur;Rapport public FM111217-R.pdf;Oui;0.33;Etablissement ouvert au public (Ecole, Et Soins, Gare?);AEXPERTISE
105238;4.00389;43.62528;04e 00' 14.00'' Est, 43e 37' 31.00'' Nord;34154;Route de Vendargues;;34130;MAUGUIO;11/04/2013;En interieur;Rapport public FM031303-R.pdf;Oui;1.00;Locaux professionnels non accessibles au public;AEXPERTISE
105239;4.00389;43.62528;04e 00' 14.00'' Est, 43e 37' 31.00'' Nord;34154;Route de Vendargues;;34130;MAUGUIO;11/04/2013;En interieur;Rapport public FM031303-R.pdf;Oui;0.49;Locaux professionnels non accessibles au public;AEXPERTISE
105240;4.00389;43.62528;04e 00' 14.00'' Est, 43e 37' 31.00'' Nord;34154;Route de Vendargues;;34130;MAUGUIO;11/04/2013;En interieur;Rapport public FM031303-R.pdf;Oui;0.16;Locaux professionnels non accessibles au public;AEXPERTISE
105241;4.00389;43.62528;04e 00' 14.00'' Est, 43e 37' 31.00'' Nord;34154;Route de Vendargues;;34130;MAUGUIO;11/04/2013;En interieur;Rapport public FM031303-R.pdf;Oui;0.14;Locaux professionnels non accessibles au public;AEXPERTISE
108132;3.84740;43.68687;03e 50' 50.65'' Est, 43e 41' 12.74'' Nord;34247;80 Allee des Mejanelles;;34980;SAINT-CLEMENT-DE-RIVIERE;12/02/2014;En interieur;R_SO008_1_1PUB.pdf;Oui;0.19;Lieu d'habitation;EXEM
109361;3.83603;43.63950;03e 50' 09.70'' Est, 43e 38' 22.20'' Nord;34172;245 Rue de la Galera;;34000;MONTPELLIER;06/02/2014;En interieur;Rapport public OS011402-R.pdf;Oui;1.16;Locaux professionnels non accessibles au public;AEXPERTISE
113383;3.74661;43.44271;03e 44' 47.79'' Est, 43e 26' 33.77'' Nord;34108;19 Rue du Grenache;;34110;FRONTIGNAN;12/02/2014;En interieur;R_SO073_1_1PUB.pdf;Oui;0.86;Lieu d'habitation;EXEM
113851;3.23246;43.34387;03e 13' 56.84'' Est, 43e 20' 37.94'' Nord;34032;18 Rue Dupuytren;;34500;BEZIERS;25/02/2014;En interieur;R_SO122_1_1PUB.pdf;Oui;0.30;Lieu d'habitation;EXEM
113852;3.20817;43.35018;03e 12' 29.42'' Est, 43e 21' 00.66'' Nord;34032;11 Impasse Andre Dauchez;;34500;BEZIERS;25/02/2014;En interieur;R_SO122_1_2PUB.pdf;Oui;2.13;Lieu d'habitation;EXEM
114027;3.48530;43.48087;03e 29' 07.08'' Est, 43e 28' 51.13'' Nord;34162;7 Rue de la boucherie;;34530;MONTAGNAC;19/03/2014;En interieur;R_SO185_1_1PUB.pdf;Oui;0.21;Lieu d'habitation;EXEM
114230;3.82106;43.57779;03e 49' 15.80'' Est, 43e 34' 40.06'' Nord;34270;1 Rue Frederico Garcia Lorca;;34430;SAINT-JEAN-DE-VEDAS;01/04/2014;En interieur;R_SO248_1_1PUB.pdf;Oui;0.55;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
